LTG_ID,LTG_START,LTG_ZIEL,WIDERSTAND_R_SUM_OHM,REAKTANZ_X_SUM_OHM,NENNSTROM_MIN_A,ERSCHL_STROM_SUM_A,LAENGE_SUM_KM,BAUJAHR_MIN,QUERSCHNITT_MIN_MM2
WV23,UW-020414,SA-016166,1.2246,0.6218,285,12.6808,4.9250,1985,120
WV24,SA-017182,SA-016166,0.5283,0.3044,285,6.8748,2.5100,1987,120
WV25,SA-017182,SA-016166,0.7252,0.4114,285,9.1841,3.3760,1984,120
WV26,SA-016166,SA-014245,5.9020,3.1057,285,65.2797,24.8755,1984,120
WV31,UW-020414,SA-012940,2.8159,1.4647,285,30.4826,11.6870,1985,120
WV32,UW-020414,SA-012940,1.4626,1.3103,417,38.6628,11.7160,1982,240
WV33,SA-012940,SA-021015,2.3076,1.3549,319,30.9382,11.2100,1988,150
WV34,SA-000582,SA-012940,4.1830,2.4090,285,54.2753,19.8250,1986,120
WV3A,SA-012940,ON-022395,0.4001,0.3397,319,9.7841,3.0130,,150
WV41,SA-014245,SA-000582,3.4440,1.8899,285,41.0833,15.3350,1984,120
WV42,SA-017182,SA-014245,3.3567,1.7890,285,38.0120,14.3910,1984,120
WV43,SA-017182,SA-014245,1.8060,0.9395,285,19.5649,7.5000,1984,120
WV51,SA-000582,UW-015137,1.3471,1.2064,417,35.5872,10.7840,1987,240
WW52,SA-015494,SA-015403,2.8249,1.6222,285,36.4636,13.3360,1986,120
WW54,SA-015403,SA-006643,2.2198,1.2887,285,29.2052,10.6310,1984,120
WW55,SA-015494,SA-015403,4.1091,2.0669,285,41.7629,16.3090,1983,120
WW57,SA-006643,SA-015403,2.1136,1.2406,319,28.3433,10.2700,1990,150
XA0I,UW-060001,ON-024288,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0J,UW-060001,ON-024289,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0K,UW-060001,ON-003934,0.0002,0.0001,319,0.0027,0.0010,,150
XA0M,UW-060001,ON-024292,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0N,UW-060001,ON-024293,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0O,UW-060001,ON-024294,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0P,UW-060001,ON-024295,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0Q,UW-060001,ON-003933,0.0002,0.0001,319,0.0027,0.0010,,150
XA0R,UW-060001,ON-003932,0.0002,0.0001,319,0.0027,0.0010,,150
XA0S,UW-060001,ON-024296,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0T,UW-060001,ON-024297,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0U,UW-060001,ON-024298,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0V,UW-060001,ON-024299,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0W,UW-060001,ON-003929,0.0002,0.0001,319,0.0027,0.0010,,150
XA0X,UW-060001,ON-024300,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0Y,UW-060001,ON-024301,0.0020,0.0012,319,0.0276,0.0100,1900,150
XA0Z,UW-060001,ON-024302,0.0020,0.0012,319,0.0276,0.0100,1900,150
XB01,UW-060028,SA-000024,2.4600,1.4022,251,31.5499,11.5420,1993,95
XB02,SA-022137,UW-060028,2.2983,1.2962,251,28.9931,10.6450,1988,95
XB03,UW-060028,ON-003173,2.6199,1.3020,251,26.9486,10.3900,1986,95
XB04,UW-060028,ON-050380,5.5920,3.0013,251,65.2372,24.3830,1990,95
XB05,UW-060028,SA-022314,4.9166,2.5868,251,55.5273,20.9140,1986,95
XB06,UW-060028,SA-000004,2.1351,1.0149,251,20.4912,8.0230,1986,95
XB0A,UW-060028,ON-024113,1.3415,1.1698,285,34.8885,10.3230,2006,120
XB0B,UW-060028,ON-024112,1.0439,1.1044,285,40.2360,10.7250,2006,120
XB11,UW-060028,SA-062207,5.1085,2.2519,251,42.6226,17.4230,1989,95
XB12,SA-062207,SA-021502,2.8882,1.5105,251,32.3100,12.1970,1994,95
XB14,SA-062207,SA-021502,5.7985,3.0347,251,64.9461,24.5110,1991,95
XD03,UW-067930,SA-065041,2.8716,1.6631,251,37.7125,13.7250,1985,95
XD06,UW-050005,UW-067930,5.7141,2.7370,251,55.2300,21.6480,1988,95
XD0A,UW-067930,ON-024128,0.5439,0.4874,417,14.3682,4.3540,2002,240
XD0B,UW-067930,ON-002730,0.0002,0.0001,319,0.0027,0.0010,,150
XD0Z,UW-050005,ON-003696,0.0002,0.0001,319,0.0027,0.0010,,150
XD11,UW-067930,SA-023076,4.8347,2.2163,208,43.7050,17.3320,1972,95
XD12,SA-023076,SA-023121,3.5236,1.6740,251,33.5819,13.2130,1987,95
XD13,SA-023121,SA-023076,2.8804,1.5994,251,35.4541,13.0890,1992,95
XD14,SA-023076,SA-021819,1.6108,0.9456,319,21.5936,7.8240,1998,150
XD21,UW-067930,SA-023121,2.6131,1.4655,251,32.6563,12.0150,1992,95
XD22,SA-023121,UW-050005,3.5210,2.0534,251,46.7382,16.9710,1998,95
XD23,SA-023121,SA-021341,3.9043,2.0438,251,43.7417,16.5080,1996,95
XD24,UW-050005,SA-023121,1.5564,1.3346,319,43.0112,12.3820,,150
XD25,UW-067930,SA-023121,4.3591,2.4860,251,55.9411,20.4610,1990,95
XD2A,SA-023121,ON-001760,0.2927,0.4512,609,21.1200,4.8000,,500
XD51,UW-067930,SA-067276,5.0957,2.6998,251,58.2314,21.8720,1986,95
XD53,SA-067276,UW-050005,4.4347,2.3526,251,50.7881,19.0660,1972,95
XE0X,UW-060003,ON-003942,0.0002,0.0001,319,0.0027,0.0010,,150
XE0Y,UW-060003,ON-003941,0.0002,0.0001,319,0.0027,0.0010,,150
XE0Z,UW-060003,ON-024303,0.0025,0.0012,244,0.0367,0.0100,1900,
XF01,UW-067327,ON-002715,1.1292,0.5979,208,13.4062,4.8510,1970,95
XF02,UW-067327,ON-067349,0.7094,0.3470,208,7.9578,2.7690,1970,95
XF04,UW-067327,SA-021591,4.8084,2.2105,251,43.2668,17.2990,1986,95
XF05,UW-067327,SA-021591,3.4478,1.7419,251,36.4441,13.9530,1990,95
XF0A,UW-067327,ON-021613,0.3415,0.3059,417,9.0189,2.7330,1998,240
XF0C,UW-067327,ON-021612,0.2129,0.2731,535,10.6509,2.7310,1998,400
XF0D,UW-067327,ON-021678,0.0807,0.1036,535,4.0404,1.0360,1999,400
XF0E,UW-067327,ON-024130,0.5000,0.4480,417,13.2000,4.0000,,240
XF0F,UW-067327,ON-101347,0.3889,0.5250,535,20.0249,5.0000,,400
XF0G,UW-067327,ON-101346,0.3889,0.5250,535,20.0249,5.0000,,400
XF0H,UW-067327,ON-002825,0.0002,0.0001,319,0.0027,0.0010,,150
XF11,UW-067327,SA-021591,2.3252,1.3654,319,31.1701,11.2940,1995,150
XF13,SA-021591,SA-021341,4.2214,2.3986,251,53.8255,19.7150,1988,95
XF1A,SA-021591,ON-021666,0.0002,0.0001,319,0.0027,0.0010,,150
XF1B,SA-021591,ON-002198,0.0002,0.0001,319,0.0027,0.0010,,150
XF21,UW-067327,SA-068072,2.0054,1.1647,251,29.3955,9.8770,1987,95
XF22,SA-068072,SA-021341,4.4652,2.6221,319,59.8676,21.6920,2000,150
XF26,SA-068072,SA-021341,2.5634,1.5053,319,34.3636,12.4510,2000,150
XF27,SA-068072,SA-067069,3.0063,1.5067,251,31.3776,12.0530,1984,95
XF31,UW-067327,ON-003059,2.2438,0.9994,251,19.0723,7.7530,1988,95
XF32,ON-003059,SA-067069,3.7979,1.9956,251,42.8108,16.1320,1987,95
XF33,ON-003059,ON-068115,0.0002,0.0001,319,0.0027,0.0010,,150
XH01,UW-060977,ON-051359,2.3289,1.1203,251,22.6779,8.8710,1986,95
XH03,UW-060977,SA-021819,6.2530,3.3523,251,72.8149,27.2270,1986,95
XH04,UW-060977,SA-021591,4.2250,2.4309,251,54.9355,20.0360,1986,95
XH0A,UW-060977,ON-023283,1.0149,1.2872,319,61.7079,13.2860,2006,150
XH0B,UW-060977,ON-023282,0.7585,0.9725,535,37.9275,9.7250,2007,400
XH11,UW-060977,SA-021341,2.3366,1.1777,208,24.7361,9.4320,1977,95
XH21,UW-060977,SA-023076,3.1556,1.7610,251,39.1668,14.4330,1988,95
XH22,UW-060977,SA-023076,3.9717,2.2153,251,49.2264,18.1450,1989,95
XH31,UW-060977,SA-061197,2.1628,1.0642,251,21.8850,8.4740,1992,95
XH41,SA-021819,SA-061197,0.8122,0.4157,251,8.7733,3.3410,1994,95
XH42,SA-021819,SA-000004,4.5554,2.5695,251,57.4706,21.1000,1987,95
XH47,UW-060977,SA-021819,2.4584,1.4113,251,31.8481,11.6240,1992,95
XH52,SA-000025,SA-061692,1.8344,0.9992,251,21.9212,8.1480,1990,95
XH53,SA-000025,ON-062372,2.6336,1.4292,251,31.2583,11.6360,1988,95
XH54,SA-000025,UW-060977,4.1858,2.2864,213,50.2605,18.6450,1990,95
XH55,UW-060977,SA-000025,4.0805,2.1688,208,48.5458,17.6280,1970,95
XH61,SA-000025,SA-021502,3.4791,1.8974,251,41.6313,15.4680,1990,95
XH71,UW-060977,ON-062372,1.6544,0.9716,319,22.1811,8.0370,1996,150
XI01,UW-060274,SA-060286,2.9015,1.5791,213,35.9953,12.9040,1973,95
XI02,UW-060275,UW-060274,0.7538,0.4422,275,10.6940,3.6640,1975,150
XI03,UW-060274,UW-060275,0.8083,0.4858,314,12.4112,4.0920,1971,150
XI04,UW-060275,UW-060274,1.0373,0.8277,275,27.0533,7.2690,1969,150
XI05,UW-060274,SA-022348,1.2098,0.7099,275,16.6286,5.8860,1974,150
XI0E,SA-022170,ON-024103,0.0342,0.0306,417,0.9042,0.2740,2006,240
XI0F,SA-022170,ON-024104,0.0043,0.0039,417,0.1155,0.0350,2005,240
XI0G,SA-022170,ON-024105,0.0513,0.0460,417,1.3563,0.4110,2006,240
XI0H,SA-022170,ON-024106,0.0947,0.0848,417,2.5014,0.7580,2006,240
XI0I,SA-022170,ON-024107,0.1393,0.1248,417,3.6795,1.1150,2006,240
XI11,UW-060274,SA-021735,1.7482,1.0265,319,23.4423,8.4940,1993,150
XI12,SA-021761,SA-021735,2.6692,1.2200,251,23.7765,9.5340,1981,95
XI14,UW-060274,SA-021735,2.8254,1.4877,251,31.9453,12.0290,1984,95
XI21,UW-060274,SA-021761,1.5922,0.9346,319,21.3503,7.7360,1989,150
XI22,UW-060274,SA-021761,1.8863,1.1071,319,25.2887,9.1630,1976,150
XI23,SA-021761,SA-060286,2.5339,1.3081,251,27.7688,10.5370,1970,95
XI27,SA-021761,SA-061711,1.7476,1.0261,319,23.4365,8.4920,2003,150
XI28,SA-021761,SA-061711,1.6787,0.9855,319,22.5123,8.1570,1992,150
XI41,UW-060274,SA-022348,1.3120,0.7694,275,18.9646,6.3780,1976,150
XI51,UW-060274,SA-060297,1.1442,0.6697,275,16.9931,5.5660,1977,150
XI52,SA-060297,SA-022348,0.8636,0.5321,319,12.6524,4.4560,1997,150
XI81,UW-060274,SA-022348,0.2307,0.2966,535,11.5674,2.9660,2008,400
XI82,UW-060274,SA-022348,1.2169,0.7143,319,16.3189,5.9130,1996,150
XI83,UW-060274,SA-022348,0.6133,0.7458,319,28.3397,7.3770,,150
XI84,UW-060274,SA-022348,0.3016,0.3879,535,15.1281,3.8790,,400
XI91,UW-060274,SA-021592,1.4774,0.7987,251,18.1614,6.5060,1973,95
XI92,UW-060274,SA-021592,1.5925,0.9341,275,22.2683,7.7470,1975,150
XK01,UW-060273,SA-021639,0.3480,0.2847,319,8.0605,2.5120,1999,150
XK12,UW-060273,SA-021592,0.5837,0.5225,417,15.4275,4.6750,2001,240
XK13,UW-060273,SA-060280,0.3743,0.3352,417,9.8901,2.9970,2001,240
XK14,SA-060280,SA-021592,1.0252,0.6008,275,14.7432,4.9820,1974,150
XK24,SA-061711,SA-060286,2.7223,1.5578,251,35.0910,12.8220,1987,95
XK31,UW-060273,SA-021922,1.9873,1.1014,208,26.4728,9.0650,1970,95
XK32,UW-060273,SA-021922,1.2255,0.7068,251,16.0027,5.8310,1992,95
XK33,SA-021922,SA-060286,1.7155,1.0065,251,22.9946,8.3330,1994,95
XK41,UW-060273,SA-022895,0.4133,0.2428,319,5.5471,2.0100,2001,150
XK42,UW-060273,SA-022895,0.8529,0.4592,251,10.0200,3.7400,1987,95
XK43,ON-060524,SA-022895,0.3771,0.1940,208,4.6341,1.5710,1969,95
XK62,ON-060524,UW-060273,1.0628,0.5774,208,13.5242,4.7180,1975,95
XK81,SA-021922,ON-068871,2.7016,1.3593,0,22.3314,9.9980,1992,70
XK82,ON-068871,ON-068873,0.4407,0.2071,251,4.1181,1.6290,1983,95
XK91,ON-068871,ON-068873,0.2336,0.0963,251,1.7162,0.7300,1989,95
XL05,UW-060005,UW-060002,3.3027,1.5328,140,33.3277,12.3110,1970,50
XL07,UW-060005,SA-021760,2.9227,1.6572,208,37.8528,13.6310,1973,95
XL08,UW-060005,SA-021760,3.3068,1.7777,208,39.9336,14.4590,1976,95
XL0A,UW-060005,ON-100455,0.5338,0.5815,471,19.0596,5.3390,,300
XL0B,UW-060005,ON-024099,0.5125,0.5637,471,18.3475,5.1250,1999,
XL0Q,UW-060005,ON-003950,0.0002,0.0001,319,0.0027,0.0010,,150
XL0R,UW-060005,ON-003949,0.0002,0.0001,319,0.0027,0.0010,,150
XL0S,UW-060005,ON-024283,0.0020,0.0012,319,0.0276,0.0100,1900,150
XL0T,UW-060005,ON-024282,0.0020,0.0012,319,0.0276,0.0100,1900,150
XL0U,UW-060005,ON-024281,0.0020,0.0012,319,0.0276,0.0100,1900,150
XL0V,UW-060005,ON-024280,0.0020,0.0012,319,0.0276,0.0100,1900,150
XL0W,UW-060005,ON-024279,0.0020,0.0012,319,0.0276,0.0100,1900,150
XL0X,UW-060005,ON-024278,0.0020,0.0012,319,0.0276,0.0100,1900,150
XL0Z,UW-060005,ON-024277,0.0020,0.0012,319,0.0276,0.0100,1900,150
XL12,SA-061258,SA-021261,1.1883,0.5306,144,10.7779,4.1800,1970,95
XL21,UW-060005,SA-061258,1.2029,0.7054,275,16.5509,5.8460,1970,150
XL31,UW-060005,SA-021261,1.3593,0.6303,251,12.4181,4.9430,1990,95
XL33,SA-060757,SA-021261,6.2484,3.0132,251,61.0620,23.8610,1986,95
XL34,SA-060757,SA-021261,3.2236,1.5321,208,31.2747,12.1000,1973,95
XL35,ON-061263,SA-021261,0.3309,0.2961,417,8.7417,2.6490,1999,240
XL3A,SA-021261,ON-024100,0.4119,0.2420,319,5.5200,2.0000,1999,150
XL41,UW-060005,ON-061263,0.6485,0.5809,417,17.1402,5.1940,1999,240
XL71,UW-060005,SA-022137,2.7463,1.4925,208,33.1012,12.1610,1900,95
XL72,SA-022137,SA-021760,3.8660,1.9266,251,39.9286,15.3820,1983,95
XO05,SA-060280,UW-060275,0.5681,0.3325,275,8.8516,2.7610,1978,150
XO06,SA-060280,UW-060275,0.5372,0.3142,275,8.3152,2.6120,1978,150
XO0A,UW-060275,ON-003760,0.0002,0.0001,319,0.0027,0.0010,,150
XO11,UW-060275,SA-060283,0.3565,0.2092,298,4.7863,1.7340,1981,150
XO12,UW-060275,SA-060283,0.1915,0.1229,298,4.1379,1.0760,1976,150
XO13,SA-060283,SA-060297,0.5978,0.3552,268,8.3607,2.9340,1969,150
XO41,SA-021639,UW-060275,0.8006,0.4695,275,11.2875,3.8930,1978,150
XO42,UW-060275,SA-021639,1.3192,0.7438,213,18.4396,6.1560,1973,150
XO43,SA-021639,UW-060275,0.8895,0.5219,319,11.9386,4.3260,2001,150
XO81,UW-060275,SA-060284,0.4525,0.2655,319,6.0766,2.2020,1987,150
XO82,SA-021592,SA-060284,0.3664,0.2147,275,5.7207,1.7820,1975,150
XO91,UW-060275,SA-021592,0.3234,0.1895,275,5.0025,1.5780,1975,150
XP0A,UW-061257,ON-024115,0.0006,0.0009,609,0.0440,0.0100,1998,500
XP0B,UW-061257,ON-024116,0.0006,0.0009,609,0.0440,0.0100,1998,500
XP0C,UW-061257,ON-024114,0.0006,0.0009,609,0.0440,0.0100,1998,500
XP0D,UW-061257,ON-003105,0.0006,0.0009,609,0.0440,0.0100,,500
XP0E,UW-061257,ON-002046,0.0000,0.0000,609,0.0044,0.0010,,500
XS0A,UW-061709,ON-021684,1.7508,0.9929,251,22.2622,8.1590,1993,95
XS0B,UW-061709,ON-061783,0.5424,0.4859,417,14.3286,4.3420,1995,240
XS0D,UW-061709,ON-000869,0.0002,0.0001,319,0.0027,0.0010,,150
XS11,UW-061709,SA-060757,8.1945,4.0002,251,81.8068,31.7880,1981,95
XS12,UW-061709,SA-060757,3.9262,2.0941,208,45.8899,16.9980,1977,95
XS31,UW-061709,SA-061711,2.3621,1.3730,208,33.1130,11.3530,1972,95
XS32,UW-061709,SA-061711,2.6187,1.3627,251,29.0722,10.9960,1986,95
XS51,UW-061709,SA-022314,3.8019,1.8574,172,38.3246,14.7810,1986,95
XS52,UW-061709,SA-022314,3.8011,1.9236,251,40.6150,15.4170,1973,95
XS53,ON-050402,SA-061711,3.9248,2.0083,251,42.3673,16.1350,1989,95
XS54,SA-022314,SA-062207,4.2989,2.2444,251,47.9577,18.1170,1988,95
XT01,UW-061931,SA-021735,2.0996,1.2326,319,28.1553,10.2010,1984,150
XT02,UW-061931,ON-101349,1.0550,0.4999,208,11.8722,3.9750,1969,95
XT04,UW-061931,ON-023996,0.6846,0.3558,208,8.1465,2.8780,1972,95
XT0A,UW-061931,ON-061814,0.5966,0.6500,471,21.2982,5.9660,1998,300
XT0B,UW-061931,ON-024108,0.4006,0.5137,535,20.0343,5.1370,1999,400
XT0C,UW-061931,ON-024110,0.6269,0.6895,471,22.4430,6.2690,1999,
XT0D,UW-061931,ON-024109,0.3282,0.2941,417,8.6658,2.6260,1999,240
XT13,UW-061931,ON-023996,1.2168,0.6012,208,13.3255,4.8160,1969,95
XT21,UW-061931,ON-061981,0.8986,0.4245,251,8.5065,3.3540,1985,95
XT22,UW-061931,ON-061981,0.7984,0.3867,208,8.3685,3.0790,1969,95
XT23,ON-061981,SA-021735,3.9703,1.8587,251,36.8869,14.6160,1900,95
XT41,UW-061931,SA-022561,3.2938,1.4798,251,28.4492,11.5100,1985,95
XT42,UW-061931,SA-022561,1.1595,0.6793,244,15.5657,5.6180,1969,150
XT4A,SA-022561,ON-023203,0.4529,0.2684,319,6.0805,2.2000,2009,150
XT51,UW-061931,ON-060678,2.6877,1.3563,251,28.3624,10.8640,1993,95
XT52,ON-060678,SA-021547,2.0407,1.0291,251,21.4997,8.2380,1990,95
XT54,SA-021735,ON-060678,1.1198,0.5781,251,12.2771,4.6580,1987,95
XT61,UW-061931,SA-021502,3.7315,2.0548,251,45.3269,16.7840,1981,95
XT62,SA-022561,SA-021502,1.9634,1.1527,319,26.3187,9.5360,1999,150
XT64,SA-021502,ON-062377,1.3521,0.7227,251,15.6633,5.8640,1988,95
XT65,SA-021502,ON-062372,1.7041,0.9067,251,19.6027,7.3510,1990,95
XT71,UW-061931,SA-061692,4.3544,2.4239,251,53.8101,19.8480,1981,95
XT72,SA-022561,SA-061692,2.5103,1.1906,251,23.8468,9.3910,1991,95
XT74,SA-061692,SA-021591,4.7441,2.4353,208,53.1369,19.6030,1970,95
XT91,UW-061931,SA-021547,2.6452,1.4207,251,30.8761,11.5380,1988,95
XT93,SA-062207,SA-021547,5.7461,3.1345,251,68.7678,25.5500,1986,95
XT9A,SA-021547,ON-024111,0.4119,0.2420,319,5.5200,2.0000,2000,150
XU03,UW-060002,SA-060757,3.5437,1.6523,251,32.6835,12.9770,1992,95
XU0A,UW-060002,ON-024101,0.6911,0.6191,417,18.2523,5.5310,1994,240
XU0B,UW-060002,ON-024102,0.8530,0.9297,471,30.4521,8.5300,1999,300
XU0C,UW-060002,ON-023701,0.4204,0.5470,535,21.7000,5.5000,2010,400
XU0V,UW-060002,ON-003952,0.0002,0.0001,319,0.0027,0.0010,,150
XU0W,UW-060002,ON-024287,0.0020,0.0012,319,0.0276,0.0100,1900,150
XU0X,UW-060002,ON-024286,0.0020,0.0012,319,0.0276,0.0100,1900,150
XU0Y,UW-060002,ON-024285,0.0020,0.0012,319,0.0276,0.0100,1900,150
XU0Z,UW-060002,ON-024284,0.0020,0.0012,319,0.0276,0.0100,1900,150
XU12,UW-060002,SA-022169,2.6137,1.5034,251,33.9669,12.3900,1992,95
XU13,SA-060757,SA-022169,5.7912,3.1427,251,68.7820,25.6010,1992,95
XU14,SA-060757,SA-022169,2.1612,1.0476,251,21.3242,8.3120,1983,95
XV0A,UW-000007,ON-002917,0.0002,0.0001,319,0.0027,0.0010,,150
XV0B,UW-000007,ON-003906,0.0002,0.0001,319,0.0027,0.0010,,150
XV21,UW-000007,SA-022138,4.8098,2.7222,251,61.4204,22.3750,1988,95
XV22,UW-000007,ON-050380,1.3411,0.8724,319,21.5605,7.3810,2000,150
XV31,ON-050380,ON-003173,3.6163,1.7895,251,36.9201,14.2610,1986,95
XV41,ON-003173,SA-022138,2.3699,1.2017,251,25.2181,9.6390,1988,95
XW01,UW-021696,SA-022138,6.4052,3.5160,251,77.6861,28.7150,1985,95
XW02,UW-021696,SA-021760,2.7357,1.5127,208,33.8791,12.3780,1974,95
XW03,UW-021696,SA-021760,2.3310,1.3017,213,29.3270,10.6810,1972,95
XW0A,UW-021696,ON-021931,0.4123,0.6361,609,29.8276,6.7790,2004,500
XW0P,UW-021696,ON-003943,0.0002,0.0001,319,0.0027,0.0010,,150
XW0Q,UW-021696,ON-024276,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0R,UW-021696,ON-024275,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0S,UW-021696,ON-024274,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0T,UW-021696,ON-024273,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0U,UW-021696,ON-024272,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0V,UW-021696,ON-024271,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0W,UW-021696,ON-024270,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0X,UW-021696,ON-024269,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0Y,UW-021696,ON-024268,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW0Z,UW-021696,ON-024267,0.0020,0.0012,319,0.0276,0.0100,1900,150
XW11,UW-021696,SA-022307,0.2945,0.2140,361,5.2737,1.8400,1991,185
XW12,UW-021696,SA-022307,0.1278,0.1642,535,6.4038,1.6420,2007,400
XW1A,SA-022307,ON-003953,0.0002,0.0001,319,0.0027,0.0010,,150
XW21,SA-000013,SA-061440,1.6495,0.9361,251,20.9942,7.6930,1988,95
XW22,SA-000013,ON-051052,0.2364,0.1388,319,3.1684,1.1480,2003,150
XW23,SA-000013,ON-002557,0.3604,0.2117,319,4.8300,1.7500,,150
XW31,UW-021696,SA-061437,0.4574,0.4098,417,12.0846,3.6620,2002,240
XW32,UW-021696,SA-061437,0.4578,0.4099,417,12.0945,3.6650,2002,240
XW35,SA-061437,SA-061440,1.1163,1.1481,417,38.5155,10.7830,2000,240
XW36,SA-061437,SA-000013,3.9084,2.2947,319,52.3941,18.9840,2000,150
XW37,SA-061437,SA-061440,3.7115,2.1976,208,51.7737,18.2520,1972,95
XW38,UW-021696,SA-061437,0.4564,0.4087,417,12.0615,3.6550,2002,240
XW61,SA-061437,SA-061439,1.1026,0.6473,319,14.7845,5.3570,2000,150
XW62,SA-061439,SA-022138,4.3557,2.3853,251,52.4385,19.4560,1984,95
XW64,SA-061439,ON-022398,0.0074,0.0043,298,0.0995,0.0360,1984,150
XW65,SA-061439,ON-050751,1.5923,0.8386,208,18.5008,6.7880,1970,95
XW71,SA-061439,ON-061570,1.0139,0.5090,251,10.6146,4.0740,1984,95
XW72,SA-061437,ON-061570,0.7075,0.3756,251,8.1078,3.0430,1991,95
